insert into PURCHASEEVENT values(1, 30, 158, (TO_DATE('01/03/2005', 'mm/dd/yyyy')), 3.46); 
insert into PURCHASEEVENT values(35659, 44, 223, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 4.67); 
insert into PURCHASEEVENT values(35660, 42, 183, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.38); 
insert into PURCHASEEVENT values(35661, 55, 303, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.73); 
insert into PURCHASEEVENT values(35662, 55, 335, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.58); 
insert into PURCHASEEVENT values(35663, 16, 5, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.56); 
insert into PURCHASEEVENT values(35664, 39, 185, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.81); 
insert into PURCHASEEVENT values(35665, 10, 70, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.95); 
insert into PURCHASEEVENT values(35666, 54, 331, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.22); 
insert into PURCHASEEVENT values(35667, 45, 233, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.21); 
insert into PURCHASEEVENT values(35668, 22, 176, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.38); 
insert into PURCHASEEVENT values(35669, 31, 97, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.85); 
insert into PURCHASEEVENT values(35670, 44, 228, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.05); 
insert into PURCHASEEVENT values(35671, 55, 335, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.39); 
insert into PURCHASEEVENT values(35672, 52, 349, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.47); 
insert into PURCHASEEVENT values(35673, 16, 51, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.95); 
insert into PURCHASEEVENT values(35674, 15, 25, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.05); 
insert into PURCHASEEVENT values(35675, 25, 92, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 4.85); 
insert into PURCHASEEVENT values(35676, 56, 353, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.55); 
insert into PURCHASEEVENT values(35677, 25, 124, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.92); 
insert into PURCHASEEVENT values(35678, 16, 47, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.77); 
insert into PURCHASEEVENT values(35679, 35, 169, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.25); 
insert into PURCHASEEVENT values(35680, 33, 177, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.53); 
insert into PURCHASEEVENT values(35681, 7, 57, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.95); 
insert into PURCHASEEVENT values(35682, 14, 49, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.66); 
insert into PURCHASEEVENT values(35683, 10, 69, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.44); 
insert into PURCHASEEVENT values(35684, 35, 136, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(35685, 36, 168, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.41); 
insert into PURCHASEEVENT values(35686, 9, 39, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 4.67); 
insert into PURCHASEEVENT values(35687, 43, 253, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.39); 
insert into PURCHASEEVENT values(35688, 29, 114, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.83); 
insert into PURCHASEEVENT values(35689, 16, 27, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.3); 
insert into PURCHASEEVENT values(35690, 45, 233, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 3.03); 
insert into PURCHASEEVENT values(35691, 45, 246, (TO_DATE('02/02/2005', 'mm/dd/yyyy')), 2.23); 
insert into PURCHASEEVENT values(35692, 45, 212, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.99); 
insert into PURCHASEEVENT values(35693, 46, 266, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.83); 
insert into PURCHASEEVENT values(35694, 31, 155, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.28); 
insert into PURCHASEEVENT values(35695, 35, 166, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.87); 
insert into PURCHASEEVENT values(35696, 45, 239, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.86); 
insert into PURCHASEEVENT values(35697, 31, 107, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.39); 
insert into PURCHASEEVENT values(35698, 45, 265, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.15); 
insert into PURCHASEEVENT values(35699, 33, 160, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.25); 
insert into PURCHASEEVENT values(35700, 11, 52, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.39); 
insert into PURCHASEEVENT values(35701, 15, 12, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 4.83); 
insert into PURCHASEEVENT values(35702, 56, 353, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.48); 
insert into PURCHASEEVENT values(35703, 56, 350, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(35704, 45, 232, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.34); 
insert into PURCHASEEVENT values(35705, 41, 268, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.55); 
insert into PURCHASEEVENT values(35706, 32, 93, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.55); 
insert into PURCHASEEVENT values(35707, 41, 247, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.11); 
insert into PURCHASEEVENT values(35708, 36, 103, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 4.57); 
insert into PURCHASEEVENT values(35709, 3, 87, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.99); 
insert into PURCHASEEVENT values(35710, 35, 120, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.87); 
insert into PURCHASEEVENT values(35711, 54, 296, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.28); 
insert into PURCHASEEVENT values(35712, 15, 73, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.77); 
insert into PURCHASEEVENT values(35713, 33, 177, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.04); 
insert into PURCHASEEVENT values(35714, 33, 158, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 4.26); 
insert into PURCHASEEVENT values(35715, 11, 20, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 4.11); 
insert into PURCHASEEVENT values(35716, 36, 161, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.11); 
insert into PURCHASEEVENT values(35717, 14, 55, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.96); 
insert into PURCHASEEVENT values(35718, 53, 342, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.35); 
insert into PURCHASEEVENT values(35719, 55, 287, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.87); 
insert into PURCHASEEVENT values(35720, 56, 290, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.98); 
insert into PURCHASEEVENT values(35721, 33, 171, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.16); 
insert into PURCHASEEVENT values(35722, 15, 57, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.15); 
insert into PURCHASEEVENT values(35723, 36, 148, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 4.54); 
insert into PURCHASEEVENT values(35724, 45, 227, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.1); 
insert into PURCHASEEVENT values(35725, 36, 175, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.79); 
insert into PURCHASEEVENT values(35726, 3, 90, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.88); 
insert into PURCHASEEVENT values(35727, 45, 203, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.09); 
insert into PURCHASEEVENT values(35728, 54, 330, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.74); 
insert into PURCHASEEVENT values(35729, 35, 150, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 4.45); 
insert into PURCHASEEVENT values(35730, 56, 293, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.67); 
insert into PURCHASEEVENT values(35731, 31, 95, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.97); 
insert into PURCHASEEVENT values(35732, 42, 186, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.35); 
insert into PURCHASEEVENT values(35733, 46, 191, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 4.17); 
insert into PURCHASEEVENT values(35734, 41, 185, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.42); 
insert into PURCHASEEVENT values(35735, 39, 202, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 4.17); 
insert into PURCHASEEVENT values(35736, 45, 222, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 4.85); 
insert into PURCHASEEVENT values(35737, 53, 323, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.63); 
insert into PURCHASEEVENT values(35738, 28, 160, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.76); 
insert into PURCHASEEVENT values(35739, 13, 81, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.77); 
insert into PURCHASEEVENT values(35740, 7, 77, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.14); 
insert into PURCHASEEVENT values(35741, 43, 236, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.26); 
insert into PURCHASEEVENT values(35742, 41, 204, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.19); 
insert into PURCHASEEVENT values(35743, 55, 355, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 2.54); 
insert into PURCHASEEVENT values(35744, 9, 22, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.94); 
insert into PURCHASEEVENT values(35745, 3, 54, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.27); 
insert into PURCHASEEVENT values(35746, 55, 273, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.63); 
insert into PURCHASEEVENT values(35747, 45, 219, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 4.0); 
insert into PURCHASEEVENT values(35748, 36, 147, (TO_DATE('02/03/2005', 'mm/dd/yyyy')), 3.71); 
insert into PURCHASEEVENT values(35749, 45, 264, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.7); 
insert into PURCHASEEVENT values(35750, 51, 304, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.13); 
insert into PURCHASEEVENT values(35751, 27, 139, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.23); 
insert into PURCHASEEVENT values(35752, 55, 327, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.52); 
insert into PURCHASEEVENT values(35753, 13, 9, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.77); 
insert into PURCHASEEVENT values(35754, 15, 15, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.66); 
insert into PURCHASEEVENT values(35755, 55, 321, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.42); 
insert into PURCHASEEVENT values(35756, 11, 34, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.1); 
insert into PURCHASEEVENT values(35757, 46, 189, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.78); 
insert into PURCHASEEVENT values(35758, 16, 35, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.82); 
insert into PURCHASEEVENT values(35759, 46, 236, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(35760, 45, 265, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.22); 
insert into PURCHASEEVENT values(35761, 16, 86, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.54); 
insert into PURCHASEEVENT values(35762, 41, 184, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.7); 
insert into PURCHASEEVENT values(35763, 44, 270, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.02); 
insert into PURCHASEEVENT values(35764, 44, 184, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.75); 
insert into PURCHASEEVENT values(35765, 55, 277, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.37); 
insert into PURCHASEEVENT values(35766, 32, 156, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.73); 
insert into PURCHASEEVENT values(35767, 33, 168, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.24); 
insert into PURCHASEEVENT values(35768, 47, 314, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.33); 
insert into PURCHASEEVENT values(35769, 14, 72, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.23); 
insert into PURCHASEEVENT values(35770, 15, 58, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.28); 
insert into PURCHASEEVENT values(35771, 44, 210, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.73); 
insert into PURCHASEEVENT values(35772, 42, 220, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.72); 
insert into PURCHASEEVENT values(35773, 13, 19, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.46); 
insert into PURCHASEEVENT values(35774, 16, 74, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.04); 
insert into PURCHASEEVENT values(35775, 46, 218, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.9); 
insert into PURCHASEEVENT values(35776, 56, 319, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.86); 
insert into PURCHASEEVENT values(35777, 56, 338, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.36); 
insert into PURCHASEEVENT values(35778, 36, 148, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.54); 
insert into PURCHASEEVENT values(35779, 31, 154, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.19); 
insert into PURCHASEEVENT values(35780, 4, 61, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.68); 
insert into PURCHASEEVENT values(35781, 46, 250, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.21); 
insert into PURCHASEEVENT values(35782, 16, 28, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.85); 
insert into PURCHASEEVENT values(35783, 41, 204, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.39); 
insert into PURCHASEEVENT values(35784, 45, 257, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.19); 
insert into PURCHASEEVENT values(35785, 43, 237, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.32); 
insert into PURCHASEEVENT values(35786, 33, 116, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.18); 
insert into PURCHASEEVENT values(35787, 44, 247, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(35788, 33, 113, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.49); 
insert into PURCHASEEVENT values(35789, 15, 84, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.39); 
insert into PURCHASEEVENT values(35790, 43, 215, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.42); 
insert into PURCHASEEVENT values(35791, 8, 9, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.7); 
insert into PURCHASEEVENT values(35792, 56, 333, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.19); 
insert into PURCHASEEVENT values(35793, 32, 116, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.66); 
insert into PURCHASEEVENT values(35794, 46, 201, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.63); 
insert into PURCHASEEVENT values(35795, 33, 108, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.19); 
insert into PURCHASEEVENT values(35796, 16, 23, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.82); 
insert into PURCHASEEVENT values(35797, 45, 260, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.78); 
insert into PURCHASEEVENT values(35798, 44, 250, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.95); 
insert into PURCHASEEVENT values(35799, 10, 19, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.27); 
insert into PURCHASEEVENT values(35800, 14, 42, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.44); 
insert into PURCHASEEVENT values(35801, 49, 339, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.03); 
insert into PURCHASEEVENT values(35802, 14, 26, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.32); 
insert into PURCHASEEVENT values(35803, 26, 179, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.92); 
insert into PURCHASEEVENT values(35804, 9, 36, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.16); 
insert into PURCHASEEVENT values(35805, 56, 276, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.95); 
insert into PURCHASEEVENT values(35806, 31, 180, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.75); 
insert into PURCHASEEVENT values(35807, 35, 92, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.78); 
insert into PURCHASEEVENT values(35808, 11, 78, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.71); 
insert into PURCHASEEVENT values(35809, 55, 298, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.08); 
insert into PURCHASEEVENT values(35810, 14, 60, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.11); 
insert into PURCHASEEVENT values(35811, 51, 336, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(35812, 34, 96, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.7); 
insert into PURCHASEEVENT values(35813, 12, 54, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.37); 
insert into PURCHASEEVENT values(35814, 46, 267, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.55); 
insert into PURCHASEEVENT values(35815, 32, 160, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.53); 
insert into PURCHASEEVENT values(35816, 35, 95, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.11); 
insert into PURCHASEEVENT values(35817, 11, 86, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.78); 
insert into PURCHASEEVENT values(35818, 45, 223, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.51); 
insert into PURCHASEEVENT values(35819, 46, 252, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.72); 
insert into PURCHASEEVENT values(35820, 53, 353, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.74); 
insert into PURCHASEEVENT values(35821, 11, 85, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.06); 
insert into PURCHASEEVENT values(35822, 44, 237, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 2.5); 
insert into PURCHASEEVENT values(35823, 45, 209, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.27); 
insert into PURCHASEEVENT values(35824, 55, 301, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.78); 
insert into PURCHASEEVENT values(35825, 46, 184, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 3.73); 
insert into PURCHASEEVENT values(35826, 27, 129, (TO_DATE('02/04/2005', 'mm/dd/yyyy')), 4.87); 
insert into PURCHASEEVENT values(35827, 33, 162, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.24); 
insert into PURCHASEEVENT values(35828, 13, 30, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.86); 
insert into PURCHASEEVENT values(35829, 18, 156, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 2.79); 
insert into PURCHASEEVENT values(35830, 16, 26, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.66); 
insert into PURCHASEEVENT values(35831, 56, 281, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.72); 
insert into PURCHASEEVENT values(35832, 12, 22, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.18); 
insert into PURCHASEEVENT values(35833, 16, 3, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.74); 
insert into PURCHASEEVENT values(35834, 26, 136, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 2.95); 
insert into PURCHASEEVENT values(35835, 44, 268, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 2.23); 
insert into PURCHASEEVENT values(35836, 33, 101, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 4.13); 
insert into PURCHASEEVENT values(35837, 55, 294, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 4.24); 
insert into PURCHASEEVENT values(35838, 29, 159, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.68); 
insert into PURCHASEEVENT values(35839, 46, 202, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 4.18); 
insert into PURCHASEEVENT values(35840, 43, 208, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.13); 
insert into PURCHASEEVENT values(35841, 43, 249, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.11); 
insert into PURCHASEEVENT values(35842, 46, 236, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 2.46); 
insert into PURCHASEEVENT values(35843, 35, 149, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.75); 
insert into PURCHASEEVENT values(35844, 9, 12, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 4.94); 
insert into PURCHASEEVENT values(35845, 46, 211, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 4.3); 
insert into PURCHASEEVENT values(35846, 36, 108, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.86); 
insert into PURCHASEEVENT values(35847, 46, 200, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 2.97); 
insert into PURCHASEEVENT values(35848, 32, 170, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.15); 
insert into PURCHASEEVENT values(35849, 42, 229, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.46); 
insert into PURCHASEEVENT values(35850, 43, 257, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 2.97); 
insert into PURCHASEEVENT values(35851, 10, 88, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 2.54); 
insert into PURCHASEEVENT values(35852, 29, 130, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 4.72); 
insert into PURCHASEEVENT values(35853, 44, 232, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.23); 
insert into PURCHASEEVENT values(35854, 45, 214, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 4.46); 
insert into PURCHASEEVENT values(35855, 34, 125, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.81); 
insert into PURCHASEEVENT values(35856, 13, 67, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.61); 
insert into PURCHASEEVENT values(35857, 55, 337, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.15); 
insert into PURCHASEEVENT values(35858, 12, 80, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.24); 
insert into PURCHASEEVENT values(35859, 43, 231, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 2.82); 
insert into PURCHASEEVENT values(35860, 53, 334, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 2.46); 
insert into PURCHASEEVENT values(35861, 16, 23, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.65); 
insert into PURCHASEEVENT values(35862, 33, 141, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.16); 
insert into PURCHASEEVENT values(35863, 29, 178, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 2.34); 
insert into PURCHASEEVENT values(35864, 54, 328, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 3.01); 
insert into PURCHASEEVENT values(35865, 42, 224, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 4.15); 
insert into PURCHASEEVENT values(35866, 45, 190, (TO_DATE('02/07/2005', 'mm/dd/yyyy')), 4.08); 
insert into PURCHASEEVENT values(35867, 21, 180, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.07); 
insert into PURCHASEEVENT values(35868, 55, 294, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.04); 
insert into PURCHASEEVENT values(35869, 56, 345, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.89); 
insert into PURCHASEEVENT values(35870, 45, 198, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.52); 
insert into PURCHASEEVENT values(35871, 55, 292, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.24); 
insert into PURCHASEEVENT values(35872, 14, 72, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.74); 
insert into PURCHASEEVENT values(35873, 16, 5, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.8); 
insert into PURCHASEEVENT values(35874, 37, 234, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.8); 
insert into PURCHASEEVENT values(35875, 53, 347, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.62); 
insert into PURCHASEEVENT values(35876, 56, 312, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.4); 
insert into PURCHASEEVENT values(35877, 35, 98, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.33); 
insert into PURCHASEEVENT values(35878, 27, 120, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.09); 
insert into PURCHASEEVENT values(35879, 31, 148, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.73); 
insert into PURCHASEEVENT values(35880, 10, 42, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 4.49); 
insert into PURCHASEEVENT values(35881, 13, 57, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.67); 
insert into PURCHASEEVENT values(35882, 51, 298, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.54); 
insert into PURCHASEEVENT values(35883, 16, 84, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.21); 
insert into PURCHASEEVENT values(35884, 35, 163, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.62); 
insert into PURCHASEEVENT values(35885, 16, 69, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.76); 
insert into PURCHASEEVENT values(35886, 55, 346, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.84); 
insert into PURCHASEEVENT values(35887, 40, 260, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.33); 
insert into PURCHASEEVENT values(35888, 45, 260, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 2.16); 
insert into PURCHASEEVENT values(35889, 27, 168, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.05); 
insert into PURCHASEEVENT values(35890, 29, 173, (TO_DATE('02/08/2005', 'mm/dd/yyyy')), 3.26); 
